Day,Price,Open,High,Low,close,adjusted_close,volume,Change %,RSI,SMA,EMA,MACD,MACD_Hist,MACD_Signal,SlowD,SlowK,WMA,Real Upper Band,Real Lower Band,Real Middle Band,Chaikin A/D,OBV,MOM,WILLR,ADX,CCI,Aroon Up,Aroon Down
744,"2,316.10","2,312.27","2,319.23","2,311.10",2316.1001,2316.1001,3475020000,0.36%,66.5671,2285.315,2287.1373,12.1833,1.3438,10.8395,83.4002,87.0729,2291.408,2313.5947,2257.0353,2285.315,1.29E+12,8.28E+11,45.6602,-5.0312,18.1606,168.2797,100,0
745,"2,328.25","2,321.72","2,331.58","2,321.42",2328.25,2328.25,3349730000,0.52%,69.2787,2287.9955,2291.0528,13.9976,2.5265,11.4711,86.6628,90.3519,2295.497,2321.4154,2254.5756,2287.9955,1.30E+12,8.31E+11,53.6101,-4.4663,18.9182,190.8445,100,25
746,"2,337.58","2,326.12","2,337.58","2,322.17",2337.5801,2337.5801,3520910000,0.40%,71.1689,2291.48,2295.484,16.0038,3.6262,12.3776,90.6467,94.5153,2300.2194,2329.9404,2253.0196,2291.48,1.30E+12,8.35E+11,69.6902,0,19.7737,187.6075,100,20
747,"2,349.25","2,335.58","2,351.30","2,334.81",2349.25,2349.25,3775590000,0.50%,73.3294,2295.348,2300.6046,18.3242,4.7572,13.5669,93.7383,96.3479,2305.7213,2340.1819,2250.5141,2295.348,1.30E+12,8.38E+11,77.3601,-2.1744,20.872,209.192,100,15
748,"2,347.22","2,349.64","2,351.31","2,338.87",2347.22,2347.22,3672370000,-0.09%,72.3368,2299.5245,2305.0441,19.7714,4.9636,14.8078,95.4077,95.3599,2310.6615,2347.2529,2251.7962,2299.5245,1.30E+12,8.35E+11,83.53,-4.3378,21.9155,173.7943,100,10
749,"2,351.16","2,343.01","2,351.16","2,339.58",2351.1599,2351.1599,3513060000,0.17%,73.0812,2303.517,2309.4361,20.9942,4.9491,16.0451,95.6334,95.1924,2315.5791,2354.392,2252.642,2303.517,1.31E+12,8.38E+11,79.8499,-0.1592,22.9069,147.2002,95,5
750,"2,365.38","2,354.91","2,366.71","2,354.91",2365.3799,2365.3799,3579780000,0.60%,75.5779,2308.526,2314.7641,22.8474,5.4418,17.4056,95.333,95.4465,2321.4708,2362.9289,2254.1231,2308.526,1.31E+12,8.42E+11,100.1799,-1.3297,24.1563,161.9556,100,0
751,"2,362.82","2,361.11","2,365.13","2,358.34",2362.8201,2362.8201,3468670000,-0.11%,74.2725,2312.6635,2319.3408,23.8347,5.1433,18.6914,95.1371,94.7725,2326.6417,2370.2727,2255.0543,2312.6635,1.31E+12,8.38E+11,82.75,-3.9094,25.3431,136.1547,95,0
752,"2,363.81","2,367.50","2,368.26","2,355.09",2363.8101,2363.8101,4015260000,0.04%,74.4522,2315.9355,2323.576,24.4156,4.5794,19.8362,93.3706,89.8929,2331.5128,2377.2407,2254.6303,2315.9355,1.31E+12,8.42E+11,65.4399,-4.4037,26.2941,117.9522,100,20
753,"2,367.34","2,355.73","2,367.34","2,352.87",2367.3401,2367.3401,3831570000,0.15%,75.1046,2319.4685,2327.744,24.8741,4.0303,20.8438,91.4948,89.8191,2336.4084,2383.9877,2254.9493,2319.4685,1.32E+12,8.46E+11,70.6602,-0.9104,27.0759,103.5727,95,15
754,"2,369.75","2,365.23","2,371.54","2,361.87",2369.75,2369.75,3582610000,0.10%,75.5533,2323.2215,2331.7446,25.1421,3.4386,21.7035,90.1333,90.6878,2341.1972,2390.2233,2256.2197,2323.2215,1.32E+12,8.50E+11,75.0601,-1.7157,27.9129,102.2579,100,10
755,"2,363.64","2,366.08","2,367.79","2,358.96",2363.6399,2363.6399,4210140000,-0.26%,72.0862,2327.3585,2334.7822,24.5781,2.2997,22.2784,87.379,81.6299,2345.0465,2393.6102,2261.1068,2327.3585,1.32E+12,8.45E+11,82.74,-7.5723,28.5416,84.8335,95,5
756,"2,395.96","2,380.13","2,400.98","2,380.13",2395.96,2395.96,4345180000,1.37%,77.7669,2333.213,2340.6087,26.4344,3.3248,23.1096,83.8462,79.221,2351.58,2401.9385,2264.4875,2333.213,1.32E+12,8.50E+11,117.0898,-3.8816,29.7861,135.704,100,0
757,"2,381.92","2,394.75","2,394.75","2,380.17",2381.9199,2381.9199,3821320000,-0.59%,71.1462,2338.3315,2344.5431,26.4675,2.6863,23.7812,76.6873,69.211,2356.2188,2405.5396,2271.1234,2338.3315,1.32E+12,8.46E+11,102.3699,-14.7375,30.9683,110.8092,95,5
758,"2,383.12","2,380.92","2,383.89","2,375.39",2383.1201,2383.1201,3555260000,0.05%,71.3655,2343.445,2348.2171,26.2876,2.0051,24.2825,72.5267,69.1482,2360.4843,2407.8866,2279.0034,2343.445,1.32E+12,8.50E+11,102.27,-15.4497,31.8342,93.8079,90,0
759,"2,375.31","2,375.23","2,378.80","2,367.98",2375.3101,2375.3101,3232700000,-0.33%,67.8331,2347.3395,2350.7974,25.224,0.7532,24.4708,63.5407,52.2631,2363.5191,2409.5606,2285.1185,2347.3395,1.32E+12,8.46E+11,77.8901,-22.2058,32.2719,73.0515,85,15
760,"2,368.39","2,370.74","2,375.12","2,365.51",2368.3899,2368.3899,3518390000,-0.29%,64.8396,2351.131,2352.4729,23.5512,-0.7356,24.2869,52.0844,34.8421,2365.5239,2408.5977,2293.6643,2351.131,1.32E+12,8.43E+11,75.8298,-28.1921,32.562,56.4151,80,10
761,"2,362.98","2,369.81","2,373.09","2,361.01",2362.98,2362.98,3812100000,-0.23%,62.5675,2354.626,2353.4735,21.5407,-2.1969,23.7376,34.9093,17.6227,2366.6524,2405.6913,2303.5607,2354.626,1.32E+12,8.39E+11,69.8999,-32.8719,32.6086,39.8288,75,5
762,"2,364.87","2,363.49","2,369.08","2,354.54",2364.8701,2364.8701,3716340000,0.08%,63.0438,2358.136,2354.5589,19.8708,-3.0935,22.9643,22.9498,16.3847,2367.628,2401.2686,2315.0034,2358.136,1.32E+12,8.43E+11,70.2002,-34.598,32.3339,23.848,70,0
763,"2,372.60","2,372.52","2,376.86","2,363.04",2372.6001,2372.6001,3432950000,0.33%,64.9629,2361.3725,2356.2771,18.9526,-3.2093,22.1619,24.1668,38.4929,2369.0055,2398.1833,2324.5617,2361.3725,1.32E+12,8.46E+11,64.73,-31.5753,32.2809,50.6707,65,0
764,"2,373.47","2,371.56","2,374.42","2,368.52",2373.47,2373.47,3133900000,0.04%,65.1771,2364.241,2357.9145,18.0867,-3.2602,21.3469,39.8983,64.8171,2370.1577,2394.9244,2333.5576,2364.241,1.32E+12,8.49E+11,57.3699,-34.5777,32.2304,54.543,60,0
765,"2,365.45","2,368.55","2,368.55","2,358.18",2365.45,2365.45,3172630000,-0.34%,61.5266,2366.101,2358.6322,16.5624,-3.8276,20.39,57.5627,69.3781,2370.2728,2391.9633,2340.2387,2366.101,1.32E+12,8.46E+11,37.2,-45.0831,31.6739,-2.7039,55,0
766,"2,385.26","2,370.34","2,390.01","2,368.94",2385.26,2385.26,3906840000,0.84%,66.4172,2368.485,2361.1682,16.7597,-2.9043,19.6639,69.2094,73.433,2372.0975,2392.0826,2344.8874,2368.485,1.33E+12,8.50E+11,47.6799,-23.757,31.7164,104.5909,50,0
767,"2,381.38","2,387.71","2,388.10","2,377.18",2381.3799,2381.3799,3365660000,-0.16%,64.721,2370.0915,2363.0931,16.4137,-2.6002,19.0139,70.7565,69.4582,2373.3256,2392.5811,2347.6019,2370.0915,1.33E+12,8.47E+11,32.1299,-31.5571,31.7567,99.4616,45,0
768,"2,378.25","2,383.71","2,385.71","2,377.64",2378.25,2378.25,5178040000,-0.13%,63.3473,2371.643,2364.5366,15.7059,-2.6464,18.3523,72.3581,74.183,2374.1026,2391.7638,2351.5222,2371.643,1.32E+12,8.41E+11,31.03,-37.0196,31.7951,78.2995,40,0
769,"2,373.47","2,378.24","2,379.55","2,369.66",2373.47,2373.47,3054930000,-0.20%,61.2571,2372.7585,2365.3874,14.5911,-3.009,17.6,68.3223,61.3257,2374.2766,2390.5524,2354.9646,2372.7585,1.32E+12,8.38E+11,22.3101,-57.1816,31.44,20.6886,35,0
770,"2,344.02","2,379.32","2,381.93","2,341.90",2344.02,2344.02,4265590000,-1.24%,50.4595,2371.6905,2363.3524,11.2021,-5.1184,16.3205,58.0026,38.499,2371.5396,2393.2857,2350.0953,2371.6905,1.32E+12,8.34E+11,-21.3599,-96.4115,29.9937,-130.5031,30,100
771,"2,348.45","2,343.00","2,351.81","2,336.45",2348.45,2348.45,3572730000,0.19%,51.8046,2370.972,2361.9331,8.7726,-6.0383,14.8109,41.6834,25.2255,2369.3262,2394.5638,2347.3801,2370.972,1.32E+12,8.38E+11,-14.3701,-81.404,28.55,-192.2535,25,100
772,"2,345.96","2,345.97","2,358.92","2,342.13",2345.96,2345.96,3260600000,-0.11%,50.9855,2370.0795,2360.4119,6.5706,-6.5923,13.1628,26.4577,15.6486,2366.9441,2395.93,2344.2289,2370.0795,1.32E+12,8.34E+11,-17.8501,-85.2627,27.3012,-149.3974,20,95
773,"2,343.98","2,350.42","2,356.22","2,335.74",2343.98,2343.98,2975130000,-0.08%,50.3196,2368.9115,2358.8469,4.6125,-6.8403,11.4528,20.3334,20.1261,2364.4584,2397.1521,2340.6709,2368.9115,1.32E+12,8.31E+11,-23.3601,-87.3697,25.9754,-154.5117,15,100
774,"2,341.59","2,329.11","2,344.90","2,322.25",2341.5901,2341.5901,3240230000,-0.10%,49.4982,2367.5035,2357.2034,2.8352,-6.8941,9.7292,19.6528,23.1838,2361.8564,2398.1425,2336.8644,2367.5035,1.32E+12,8.28E+11,-28.1599,-75.4349,25.1399,-173.8103,10,100
775,"2,358.57","2,339.79","2,363.78","2,337.63",2358.5701,2358.5701,3367780000,0.73%,54.9929,2367.25,2357.3336,2.7649,-5.5715,8.3364,29.7367,45.9002,2361.0056,2398.0959,2336.4041,2367.25,1.32E+12,8.32E+11,-5.0698,-53.8676,24.0308,-72.928,5,95
776,"2,361.13","2,356.54","2,363.36","2,352.94",2361.1299,2361.1299,3106940000,0.11%,55.7569,2365.5085,2357.6951,2.8826,-4.363,7.2456,46.748,71.16,2360.4227,2393.4724,2337.5446,2365.5085,1.32E+12,8.35E+11,-34.8301,-46.3726,22.9771,-35.6923,0,90
777,"2,368.06","2,361.31","2,370.42","2,358.58",2368.0601,2368.0601,3158420000,0.29%,57.7981,2364.8155,2358.6823,3.4947,-3.0007,6.4954,69.7061,92.0582,2360.6657,2391.7876,2337.8435,2364.8155,1.32E+12,8.38E+11,-13.8599,-32.3937,22.1911,7.6997,0,85
778,"2,362.72","2,364.82","2,370.35","2,362.60",2362.72,2362.72,3354110000,-0.23%,55.7132,2363.7955,2359.0668,3.5085,-2.3895,5.8981,84.7099,90.9116,2360.4661,2389.4313,2338.1597,2363.7955,1.32E+12,8.35E+11,-20.4001,-40.2745,21.4443,10.2641,40,80
779,"2,358.84","2,362.34","2,365.87","2,344.73",2358.8401,2358.8401,3416400000,-0.16%,54.2174,2362.972,2359.0452,3.1698,-2.1826,5.3524,88.0789,81.267,2359.9942,2388.1291,2337.8149,2362.972,1.32E+12,8.31E+11,-16.47,-46.0005,20.602,-41.4911,35,75
780,"2,360.16","2,354.76","2,360.53","2,350.72",2360.1599,2360.1599,3206240000,0.06%,54.6534,2362.5605,2359.1514,2.9736,-1.903,4.8767,80.5886,69.5874,2359.7264,2387.6187,2337.5023,2362.5605,1.33E+12,8.34E+11,-8.23,-44.0527,19.8017,-33.0356,30,70
781,"2,352.95","2,366.59","2,378.36","2,350.52",2352.95,2352.95,3770520000,-0.31%,51.8162,2362.059,2358.5608,2.2109,-2.1326,4.3435,66.8614,49.7298,2358.8111,2387.4626,2336.6554,2362.059,1.32E+12,8.31E+11,-10.03,-54.6931,19.1512,-8.5616,25,65
782,"2,357.49","2,353.79","2,364.16","2,348.90",2357.49,2357.49,3201920000,0.19%,53.419,2361.69,2358.4588,1.9503,-1.9146,3.8649,53.3776,40.8155,2358.3759,2387.1339,2336.2461,2361.69,1.32E+12,8.34E+11,-7.3801,-47.9929,18.4782,-31.0478,20,60
783,"2,355.54","2,356.59","2,363.76","2,350.74",2355.54,2355.54,3053150000,-0.08%,52.6275,2360.837,2358.1808,1.5683,-1.8372,3.4055,40.6849,31.5095,2357.7902,2385.9017,2335.7723,2360.837,1.32E+12,8.31E+11,-17.0601,-50.8707,17.8388,-28.5315,15,55
784,"2,357.16","2,357.16","2,366.37","2,351.50",2357.1599,2357.1599,2785410000,0.07%,53.2334,2360.0215,2358.0836,1.3804,-1.6201,3.0005,35.011,32.708,2357.44,2384.4421,2335.6009,2360.0215,1.32E+12,8.33E+11,-16.3101,-48.4801,17.3165,-13.4038,10,50
785,"2,353.78","2,353.92","2,355.22","2,337.25",2353.78,2353.78,3117420000,-0.14%,51.7789,2359.438,2357.6737,0.9478,-1.6422,2.59,32.5604,33.4637,2356.8456,2383.8696,2335.0064,2359.438,1.32E+12,8.30E+11,-11.6699,-53.4681,16.5861,-75.8923,5,45
786,"2,344.93","2,352.15","2,352.72","2,341.18",2344.9299,2344.9299,3196950000,-0.38%,48.1524,2357.4215,2356.46,-0.1079,-2.1583,2.0504,32.5706,31.5401,2355.4639,2379.5434,2335.2996,2357.4215,1.32E+12,8.27E+11,-40.3301,-65.5582,15.8921,-89.8931,0,40
787,"2,328.95","2,341.98","2,348.26","2,328.95",2328.95,2328.95,3143890000,-0.68%,42.4955,2354.8,2353.84,-2.2085,-3.4072,1.1986,29.066,22.1941,2352.7523,2377.3658,2332.2342,2354.8,1.32E+12,8.24E+11,-52.4299,-89.4422,15.6323,-160.5879,0,35
788,"2,349.01","2,332.62","2,349.14","2,332.51",2349.01,2349.01,2824710000,0.86%,50.2227,2353.338,2353.38,-2.2289,-2.742,0.5131,26.7982,26.6603,2352.2009,2373.2726,2333.4034,2353.338,1.32E+12,8.27E+11,-29.24,-55.1608,15.3512,-84.9497,0,30
789,"2,342.19","2,342.53","2,348.35","2,334.54",2342.1899,2342.1899,3269840000,-0.29%,47.9183,2351.774,2352.3143,-2.7636,-2.6213,-0.1422,27.8412,34.6691,2351.1392,2369.9784,2333.5696,2351.774,1.32E+12,8.24E+11,-31.28,-66.5885,15.0842,-90.4319,5,25
790,"2,338.17","2,346.79","2,352.63","2,335.05",2338.1699,2338.1699,3519900000,-0.17%,46.5919,2351.4815,2350.9672,-3.4716,-2.6635,-0.8081,36.3093,47.5985,2349.8435,2370.3507,2332.6123,2351.4815,1.32E+12,8.20E+11,-5.8501,-71.6274,14.6532,-78.8612,0,20
791,"2,355.84","2,342.69","2,361.37","2,340.91",2355.8401,2355.8401,3647420000,0.76%,52.6556,2351.851,2351.4313,-2.5773,-1.4153,-1.1619,46.5481,57.3768,2350.2587,2370.7577,2332.9443,2351.851,1.32E+12,8.24E+11,7.3901,-40.1354,13.9422,10.4979,50,15
792,"2,348.69","2,354.74","2,356.18","2,344.51",2348.6899,2348.6899,3503360000,-0.30%,50.2267,2351.9875,2351.1702,-2.4175,-1.0045,-1.4131,54.7467,59.2647,2349.9576,2370.761,2333.214,2351.9875,1.32E+12,8.20E+11,2.73,-52.8785,13.2668,-15.6704,45,10
793,"2,374.15","2,370.33","2,376.98","2,369.19",2374.1499,2374.1499,3690650000,1.08%,57.5638,2353.496,2353.3588,-0.2338,0.9434,-1.1772,64.6958,77.4458,2352.0683,2374.2024,2332.7896,2353.496,1.32E+12,8.24E+11,30.1699,-7.5035,13.3515,169.9589,40,5
