Day,Price,Open,High,Low,close,adjusted_close,volume,Change %,RSI,SMA,EMA,MACD,MACD_Hist,MACD_Signal,SlowD,SlowK,WMA,Real Upper Band,Real Lower Band,Real Middle Band,Chaikin A/D,OBV,MOM,WILLR,ADX,CCI,Aroon Up,Aroon Down
610,"2,170.84","2,173.15","2,178.29","2,166.21",2170.8401,2170.8401,3505990000,-0.13%,61.1815,2152.2965,2150.9294,20.5054,-0.7939,21.2993,64.5639,70.1291,2164.3771,2205.3211,2099.2719,2152.2965,1.25E+12,8.27E+11,67.8901,-7.1449,14.0506,64.753,100,10
611,"2,157.03","2,169.94","2,170.20","2,147.58",2157.03,2157.03,3848750000,-0.64%,57.04,2155.7205,2151.5104,18.4949,-2.2435,20.7384,64.3332,57.5476,2164.8279,2199.9525,2111.4885,2155.7205,1.25E+12,8.24E+11,68.48,-20.3894,13.654,15.4388,95,5
612,"2,163.79","2,156.81","2,163.79","2,152.56",2163.79,2163.79,3786530000,0.31%,58.4879,2158.9235,2152.6799,17.2482,-2.7922,20.0404,58.6471,48.2647,2165.5964,2194.9994,2122.8476,2158.9235,1.25E+12,8.27E+11,64.0601,-16.3104,13.2772,12.3546,90,0
613,"2,164.25","2,163.51","2,168.19","2,159.07",2164.25,2164.25,3709200000,0.02%,58.5879,2162.241,2153.7818,16.1115,-3.1431,19.2546,50.586,45.9458,2166.1037,2185.0082,2139.4738,2162.241,1.25E+12,8.31E+11,66.3501,-19.686,13.0474,22.575,85,0
614,"2,182.87","2,168.79","2,182.87","2,168.79",2182.8701,2182.8701,3663070000,0.86%,62.442,2164.8895,2156.5522,16.5228,-2.1855,18.7082,54.4108,69.022,2168.0684,2184.0261,2145.7529,2164.8895,1.25E+12,8.35E+11,52.9702,0,13.2287,148.9623,100,0
615,"2,180.89","2,183.76","2,185.44","2,177.85",2180.8899,2180.8899,3327550000,-0.09%,61.7981,2167.076,2158.87,16.4987,-1.7676,18.2663,65.2408,80.7546,2169.5923,2182.7126,2151.4394,2167.076,1.25E+12,8.31E+11,43.73,-9.9043,13.467,181.6269,100,0
616,"2,181.74","2,182.24","2,187.66","2,178.61",2181.74,2181.74,3334300000,0.04%,61.9753,2168.556,2161.0481,16.3596,-1.5253,17.885,80.0495,90.372,2170.9888,2183.8574,2153.2546,2168.556,1.25E+12,8.35E+11,29.6001,-14.2821,13.7518,182.0775,100,0
617,"2,175.49","2,182.81","2,183.41","2,172.00",2175.49,2175.49,3254950000,-0.29%,59.8279,2169.709,2162.4235,15.5657,-1.8554,17.4211,82.4365,76.1829,2171.6492,2183.3626,2156.0554,2169.709,1.25E+12,8.32E+11,23.0601,-30.3642,13.768,100.3658,95,0
618,"2,185.79","2,177.97","2,188.45","2,177.97",2185.79,2185.79,3423160000,0.47%,62.1057,2170.811,2164.6489,15.5879,-1.4666,17.0545,80.7446,75.679,2173.1807,2185.8503,2155.7717,2170.811,1.25E+12,8.35E+11,22.04,-6.5082,13.9257,157.8029,100,65
619,"2,184.05","2,183.74","2,186.28","2,179.42",2184.05,2184.05,3000660000,-0.08%,61.4857,2171.9265,2166.4966,15.2889,-1.4125,16.7014,74.7491,72.3853,2174.4416,2187.412,2156.441,2171.9265,1.25E+12,8.32E+11,22.3101,-10.7656,14.0755,130.7705,95,60
620,"2,190.15","2,186.08","2,193.81","2,186.08",2190.1499,2190.1499,3078530000,0.28%,62.854,2173.0895,2168.7493,15.3669,-1.0675,16.4345,76.3482,80.9804,2176.1772,2190.2865,2155.8926,2173.0895,1.25E+12,8.35E+11,23.26,-7.9173,14.4337,166.6675,100,55
621,"2,178.15","2,186.24","2,186.24","2,178.14",2178.1499,2178.1499,3196400000,-0.55%,58.5469,2173.808,2169.6446,14.2957,-1.711,16.0067,71.6406,61.5561,2176.6591,2190.5847,2157.0313,2173.808,1.25E+12,8.32E+11,14.3699,-33.8745,14.4434,71.1464,95,50
622,"2,182.22","2,177.84","2,183.08","2,168.50",2182.22,2182.22,3388910000,0.19%,59.5368,2174.268,2170.8423,13.6182,-1.9108,15.529,65.9147,55.2077,2177.4602,2191.4331,2157.1029,2174.268,1.25E+12,8.35E+11,9.2,-25.0705,14.079,40.3741,90,45
623,"2,187.02","2,181.90","2,187.03","2,180.46",2187.02,2187.02,3300570000,0.22%,60.7019,2175.3605,2172.383,13.3151,-1.7711,15.0863,56.2077,51.8592,2178.6747,2192.8486,2157.8724,2175.3605,1.26E+12,8.39E+11,21.8501,-14.6875,13.8598,91.1585,85,40
624,"2,183.87","2,184.24","2,185.00","2,175.13",2183.8701,2183.8701,3084800000,-0.14%,59.5181,2175.8025,2173.477,12.6747,-1.9293,14.6039,56.5898,62.7025,2179.4852,2193.6774,2157.9276,2175.8025,1.26E+12,8.35E+11,8.8401,-21.5011,13.4465,55.3192,80,35
625,"2,182.64","2,181.58","2,185.15","2,175.96",2182.6399,2182.6399,2777550000,-0.06%,59.0448,2176.5105,2174.3497,11.9303,-2.1389,14.0692,61.5437,70.0693,2180.1363,2194.2907,2158.7303,2176.5105,1.26E+12,8.33E+11,14.1599,-24.1622,13.0591,49.9483,75,30
626,"2,186.90","2,187.81","2,193.42","2,186.80",2186.8999,2186.8999,3041490000,0.20%,60.1986,2177.3965,2175.5449,11.5509,-2.0146,13.5656,67.6874,70.2905,2181.1258,2195.3919,2159.4011,2177.3965,1.26E+12,8.36E+11,17.72,-14.9473,12.9755,108.9244,70,25
627,"2,175.44","2,185.09","2,186.66","2,171.25",2175.4399,2175.4399,3148280000,-0.52%,55.7508,2177.8395,2175.5349,10.2079,-2.6861,12.894,65.5692,56.3478,2180.9395,2195.172,2160.507,2177.8395,1.26E+12,8.33E+11,8.8599,-39.7364,12.3514,6.2987,65,20
628,"2,172.47","2,173.29","2,179.00","2,169.74",2172.47,2172.47,2969310000,-0.14%,54.6493,2177.96,2175.243,8.8025,-3.2733,12.0757,53.7976,34.7547,2180.4281,2195.107,2160.813,2177.96,1.26E+12,8.30E+11,2.4099,-46.1607,11.8122,-37.3251,60,15
629,"2,169.04","2,175.10","2,187.94","2,160.39",2169.04,2169.04,3342340000,-0.16%,53.3675,2177.732,2174.6523,7.3274,-3.7987,11.126,36.6582,18.8722,2179.5786,2195.2227,2160.2413,2177.732,1.25E+12,8.26E+11,-4.5601,-53.58,11.6232,-51.3317,55,10
630,"2,180.38","2,170.19","2,183.48","2,170.19",2180.3799,2180.3799,2654780000,0.52%,56.8867,2178.209,2175.1978,6.9928,-3.3066,10.2994,28.791,32.746,2179.8307,2195.4403,2160.9777,2178.209,1.26E+12,8.29E+11,9.5398,-29.0508,11.4437,2.3906,50,5
631,"2,176.12","2,179.45","2,182.27","2,170.41",2176.1201,2176.1201,3006800000,-0.20%,55.2384,2179.1635,2175.2856,6.3112,-3.1906,9.5017,33.1846,47.9354,2179.6318,2193.4616,2164.8654,2179.1635,1.26E+12,8.26E+11,19.0901,-42.8847,11.2731,-31.3015,45,0
632,"2,170.95","2,173.56","2,173.79","2,161.35",2170.95,2170.95,3766390000,-0.24%,53.2664,2179.5215,2174.8727,5.2927,-3.3672,8.6599,44.2214,51.9827,2178.8496,2192.5655,2166.4775,2179.5215,1.26E+12,8.22E+11,7.1599,-65.8034,11.4288,-146.6738,40,0
633,"2,170.86","2,171.33","2,173.56","2,157.09",2170.8601,2170.8601,3392120000,0.00%,53.2317,2179.852,2174.4905,4.4274,-3.3861,7.8134,48.8686,46.6877,2178.0247,2191.6023,2168.1017,2179.852,1.26E+12,8.19E+11,6.6101,-62.4999,11.7183,-176.6929,35,100
634,"2,179.98","2,177.49","2,184.87","2,173.59",2179.98,2179.98,3091120000,0.42%,56.2801,2179.7075,2175.0133,4.4264,-2.7096,7.136,51.2638,55.121,2178.0368,2191.3766,2168.0384,2179.7075,1.26E+12,8.22E+11,-2.8901,-37.6636,11.4975,1.7654,30,95
635,"2,186.48","2,181.61","2,186.57","2,175.10",2186.48,2186.48,3447650000,0.30%,58.3185,2179.987,2176.1054,4.8938,-1.7938,6.6876,59.1281,75.5756,2178.6818,2192.0182,2167.9558,2179.987,1.26E+12,8.25E+11,5.5901,-19.9621,11.2168,47.8802,25,90
636,"2,186.16","2,185.17","2,187.87","2,179.07",2186.1599,2186.1599,3319420000,-0.01%,58.1779,2180.208,2177.063,5.1786,-1.2072,6.3858,74.2917,92.1784,2179.2697,2192.519,2167.897,2180.208,1.27E+12,8.22E+11,4.4199,-20.8338,10.8945,69.4518,20,85
637,"2,181.30","2,182.76","2,184.94","2,177.49",2181.3,2181.3,3727840000,-0.22%,56.0194,2180.4985,2177.4665,4.9551,-1.1446,6.0996,86.2283,90.931,2179.3738,2192.6232,2168.3738,2180.4985,1.27E+12,8.18E+11,5.8101,-34.0687,10.6515,22.0089,15,80
638,"2,127.81","2,169.08","2,169.08","2,127.81",2127.8101,2127.8101,4233960000,-2.45%,39.1785,2177.5995,2172.7373,0.4565,-4.5145,4.971,80.2696,57.6995,2174.3558,2203.3484,2151.8506,2177.5995,1.26E+12,8.14E+11,-57.98,-100,11.8553,-365.5981,10,100
639,"2,159.04","2,120.86","2,163.30","2,119.12",2159.04,2159.04,4010480000,1.47%,48.6633,2176.349,2171.4328,-0.582,-4.4424,3.8604,64.7346,45.5734,2172.5882,2203.1318,2149.5662,2176.349,1.26E+12,8.18E+11,-25.01,-46.5525,13.1726,-227.3404,5,100
640,"2,127.02","2,150.47","2,150.47","2,120.27",2127.02,2127.02,4141670000,-1.48%,41.6529,2173.1925,2167.203,-3.9433,-6.243,2.2997,42.1528,23.1854,2167.8902,2206.749,2139.6359,2173.1925,1.26E+12,8.14E+11,-63.1299,-89.3675,14.424,-249.196,0,95
641,"2,125.77","2,127.86","2,141.33","2,119.90",2125.77,2125.77,3664100000,-0.06%,41.4078,2170.5735,2163.257,-6.6316,-7.145,0.5134,31.7706,26.5531,2163.3738,2209.8605,2131.2865,2170.5735,1.26E+12,8.10E+11,-52.3799,-91.0499,15.6207,-202.88,25,90
642,"2,147.26","2,125.36","2,151.31","2,122.36",2147.26,2147.26,3373720000,1.01%,47.0472,2168.8255,2161.7335,-6.9479,-5.969,-0.9788,25.2371,25.9729,2161.1535,2208.9855,2128.6655,2168.8255,1.26E+12,8.14E+11,-34.96,-62.1266,16.2981,-122.6836,20,85
643,"2,139.16","2,146.48","2,146.48","2,131.20",2139.1599,2139.1599,5014360000,-0.38%,45.3167,2166.4325,2159.5836,-7.7627,-5.4271,-2.3356,29.9295,37.2625,2158.3282,2207.6601,2125.2049,2166.4325,1.26E+12,8.09E+11,-47.8601,-73.0285,16.9417,-108.3785,15,80
644,"2,139.12","2,143.99","2,153.61","2,135.91",2139.1201,2139.1201,3163000000,0.00%,45.308,2164.195,2157.6347,-8.3158,-4.7841,-3.5316,38.7119,52.9001,2155.727,2206.2434,2122.1466,2164.195,1.26E+12,8.05E+11,-44.75,-73.082,17.2305,-80.3405,10,75
645,"2,139.76","2,145.94","2,150.80","2,139.17",2139.76,2139.76,3140730000,0.03%,45.4835,2162.051,2155.9324,-8.6033,-4.0573,-4.546,47.9753,53.7632,2153.3999,2204.4898,2119.6122,2162.051,1.26E+12,8.09E+11,-42.8799,-72.2208,17.505,-69.5521,5,70
646,"2,163.12","2,144.58","2,165.11","2,139.57",2163.1201,2163.1201,3712090000,1.09%,51.4679,2160.862,2156.6169,-6.867,-1.8569,-5.0102,59.0295,70.4251,2153.5017,2201.7538,2119.9703,2160.862,1.26E+12,8.12E+11,-23.7798,-36.0649,17.1524,-18.1273,0,65
647,"2,177.18","2,170.94","2,179.99","2,170.94",2177.1799,2177.1799,3552830000,0.65%,54.6236,2160.949,2158.5753,-4.3069,0.5626,-4.8695,69.0072,82.8333,2155.0558,2201.9717,2119.9264,2160.949,1.26E+12,8.16E+11,1.74,-15.635,16.3167,59.2857,10,60
648,"2,164.69","2,173.29","2,173.75","2,163.97",2164.6899,2164.6899,3317190000,-0.57%,51.4927,2160.56,2159.1576,-3.2483,1.297,-4.5453,79.4057,84.9586,2155.4121,2201.2847,2119.8353,2160.56,1.26E+12,8.12E+11,-7.78,-33.7839,15.7118,28.0636,5,55
649,"2,146.10","2,158.54","2,158.54","2,145.04",2146.1001,2146.1001,3216170000,-0.86%,47.2496,2159.413,2157.9141,-3.8649,0.5443,-4.4092,75.5427,58.8361,2154.0349,2200.4091,2118.4169,2159.413,1.26E+12,8.09E+11,-22.9399,-60.7564,15.6976,-36.3013,0,50
650,"2,159.93","2,146.04","2,161.13","2,141.55",2159.9299,2159.9299,3437770000,0.64%,50.4472,2158.3905,2158.1061,-3.2007,0.9668,-4.1675,62.6692,44.2129,2154.0842,2198.2481,2118.5329,2158.3905,1.26E+12,8.13E+11,-20.45,-40.6403,15.7781,-15.4692,30,45
651,"2,171.37","2,161.85","2,172.40","2,151.79",2171.3701,2171.3701,3891460000,0.53%,52.9315,2158.153,2159.3693,-1.7313,1.949,-3.6803,50.4523,48.308,2155.3203,2197.6401,2118.666,2158.153,1.26E+12,8.17E+11,-4.75,-24,15.4428,33.3164,25,40
652,"2,151.13","2,168.90","2,172.67","2,145.20",2151.1299,2151.1299,4249220000,-0.93%,48.4114,2157.162,2158.5846,-2.1748,1.2043,-3.3792,48.3622,52.5659,2154.6514,2196.308,2118.016,2157.162,1.26E+12,8.12E+11,-19.8201,-53.4403,15.3126,-2.0206,20,35
653,"2,168.27","2,156.51","2,175.30","2,156.51",2168.27,2168.27,4173340000,0.80%,52.0607,2157.0325,2159.507,-1.1303,1.7991,-2.9294,54.3465,62.1657,2155.7093,2196.0132,2118.0518,2157.0325,1.26E+12,8.17E+11,-2.5901,-28.5092,15.0924,44.4062,15,30
654,"2,161.20","2,164.33","2,164.41","2,154.77",2161.2,2161.2,3137550000,-0.33%,50.5093,2156.0935,2159.6682,-0.863,1.6531,-2.5161,56.8153,55.7144,2156.1062,2193.6983,2118.4887,2156.0935,1.26E+12,8.13E+11,-18.78,-38.793,14.9357,20.9036,10,25
655,"2,150.49","2,163.37","2,165.46","2,144.01",2150.49,2150.49,3750890000,-0.50%,48.2181,2154.294,2158.7941,-1.4981,0.8144,-2.3125,56.8602,52.7005,2155.5726,2189.2623,2119.3257,2154.294,1.26E+12,8.10E+11,-35.99,-54.3711,15.1,-5.3812,5,20
656,"2,159.73","2,155.15","2,163.95","2,155.15",2159.73,2159.73,3906550000,0.43%,50.2669,2152.9725,2158.8833,-1.2416,0.8568,-2.0983,50.4906,43.057,2156.0903,2184.8884,2121.0567,2152.9725,1.26E+12,8.14E+11,-26.4299,-38.3015,15.2561,38.7584,0,15
657,"2,160.77","2,158.22","2,162.93","2,150.28",2160.77,2160.77,3461550000,0.05%,50.4989,2151.946,2159.0629,-0.9435,0.9239,-1.8674,45.7539,41.5041,2156.8329,2181.3752,2122.5168,2151.946,1.26E+12,8.17E+11,-20.53,-31.5755,15.5454,39.7684,0,10
658,"2,153.74","2,164.19","2,165.86","2,144.85",2153.74,2153.74,3619890000,-0.33%,48.8763,2153.2425,2158.556,-1.2599,0.4859,-1.7459,44.6685,49.4445,2157.0038,2180.5095,2125.9755,2153.2425,1.26E+12,8.13E+11,25.9299,-43.1248,15.9736,15.3763,45,5
659,"2,163.66","2,160.39","2,169.60","2,160.39",2163.6599,2163.6599,2916550000,0.46%,51.2051,2153.4735,2159.0421,-0.7022,0.835,-1.5371,49.7475,58.2937,2157.9959,2181.01,2125.937,2153.4735,1.26E+12,8.16E+11,4.6199,-27.176,16.2103,75.8725,40,0
660,"2,136.73","2,161.35","2,161.56","2,128.84",2136.73,2136.73,3438270000,-1.24%,45.3074,2153.959,2156.9171,-2.4055,-0.6947,-1.7108,51.5433,46.8916,2156.4013,2179.9094,2128.0086,2153.959,1.26E+12,8.13E+11,9.71,-71.9919,17.2113,-84.2035,35,5
661,"2,139.18","2,137.67","2,145.36","2,132.77",2139.1799,2139.1799,2977100000,0.11%,45.9041,2154.6295,2155.2279,-3.5171,-1.445,-2.0721,48.5631,40.5039,2154.9937,2178.2174,2131.0416,2154.6295,1.26E+12,8.16E+11,13.4099,-70.8141,18.1622,-119.2745,30,0
662,"2,132.55","2,130.26","2,138.19","2,114.72",2132.55,2132.55,3580450000,-0.31%,44.5205,2153.894,2153.0681,-4.8768,-2.2438,-2.633,37.7111,25.7379,2152.8909,2179.2093,2128.5787,2153.894,1.26E+12,8.12E+11,-14.71,-72.6826,19.4175,-182.6131,25,100
663,"2,132.98","2,139.68","2,149.19","2,132.98",2132.98,2132.98,3228150000,0.02%,44.6344,2153.585,2151.1549,-5.8523,-2.5754,-3.2769,32.2061,30.3764,2150.8991,2179.7487,2127.4213,2153.585,1.26E+12,8.15E+11,-6.1799,-72.0239,20.1363,-110.78,20,95
664,"2,126.50","2,132.95","2,135.61","2,124.43",2126.5,2126.5,2830390000,-0.30%,43.2264,2152.954,2148.8068,-7.0667,-3.0319,-4.0348,28.806,30.3037,2148.3196,2181.0221,2124.8858,2152.954,1.26E+12,8.13E+11,-12.6201,-81.9519,20.9891,-159.3746,15,90
665,"2,139.60","2,138.31","2,144.38","2,135.49",2139.6001,2139.6001,3170000000,0.62%,46.7979,2152.946,2147.93,-6.8927,-2.2863,-4.6064,34.7379,43.5337,2147.0478,2181.0293,2124.8627,2152.946,1.26E+12,8.16E+11,-0.1599,-61.8812,21.4391,-84.3659,10,85
666,"2,144.29","2,140.81","2,148.44","2,138.15",2144.29,2144.29,3362670000,0.22%,48.03,2152.0045,2147.5833,-6.3036,-1.3578,-4.9459,44.9584,61.0379,2146.2234,2179.9224,2124.0866,2152.0045,1.26E+12,8.19E+11,-18.8301,-54.6958,21.7044,-53.7055,5,80
667,"2,141.34","2,142.51","2,147.18","2,133.44",2141.3401,2141.3401,3337170000,-0.14%,47.3046,2150.2125,2146.9887,-6.0056,-0.8478,-5.1578,59.9972,75.4201,2145.2078,2175.9525,2124.4725,2150.2125,1.26E+12,8.16E+11,-35.8398,-56.058,22.0648,-63.6116,0,75
668,"2,141.16","2,139.43","2,142.63","2,130.09",2141.1599,2141.1599,3448850000,-0.01%,47.2588,2149.036,2146.4336,-5.7181,-0.4482,-5.2699,70.3483,74.5868,2144.3456,2174.1653,2123.9067,2149.036,1.26E+12,8.12E+11,-23.53,-56.3554,22.4841,-72.3566,25,70
669,"2,151.33","2,148.50","2,154.79","2,146.91",2151.3301,2151.3301,3357320000,0.47%,50.1327,2149.2975,2146.8999,-4.6163,0.5228,-5.1392,74.8876,74.6558,2144.5641,2174.408,2124.187,2149.2975,1.26E+12,8.16E+11,5.23,-39.5674,22.3839,11.9896,20,65
670,"2,143.16","2,149.72","2,151.44","2,141.93",2143.1599,2143.1599,3751340000,-0.38%,47.9244,2148.459,2146.5438,-4.3523,0.6295,-4.9818,72.9237,69.5285,2143.9796,2173.2107,2123.7073,2148.459,1.26E+12,8.12E+11,-16.77,-53.054,22.4156,-20.8949,15,60
671,"2,139.43","2,136.97","2,145.73","2,131.59",2139.4299,2139.4299,3775200000,-0.17%,46.9309,2146.862,2145.8662,-4.3934,0.4707,-4.8641,67.697,58.9065,2143.1197,2169.5284,2124.1955,2146.862,1.26E+12,8.08E+11,-31.9402,-59.2111,22.6965,-57.8811,10,55
672,"2,133.04","2,144.06","2,147.13","2,132.52",2133.04,2133.04,4204830000,-0.30%,45.2398,2145.9575,2144.6447,-4.8852,-0.0169,-4.8683,54.2195,34.2236,2141.8033,2169.304,2122.6109,2145.9575,1.26E+12,8.04E+11,-18.0898,-69.7589,22.9044,-61.6028,5,50
673,"2,126.41","2,132.23","2,140.72","2,119.36",2126.4099,2126.4099,4019510000,-0.31%,43.5267,2143.8645,2142.9081,-5.7438,-0.7004,-5.0434,38.7827,23.2181,2139.9416,2166.3231,2121.4058,2143.8645,1.25E+12,8.00E+11,-41.8601,-78.6991,23.4072,-116.2009,0,45
674,"2,126.15","2,129.78","2,133.25","2,125.53",2126.1499,2126.1499,3922400000,-0.01%,43.4587,2142.112,2141.312,-6.3717,-1.0627,-5.3091,25.0368,17.6688,2138.2545,2164.3553,2119.8687,2142.112,1.25E+12,7.96E+11,-35.05,-79.1729,23.8849,-113.0192,25,40
